movie_or_serie,title,release_year,duration_seconds,channel_streaming,action,comedy,adventure,animation,anime,drama,international,kids,horror
Movie,37-Teen,2020,92 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,36 Husbands,2020,83 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,33 & Beyond: The Royal Art of Freemasonry,2017,90 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,306 Hollywood,2018,94 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,30-Minute Anxiety Meditation,2020,30 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,80 min,amazon_prime,0,1,0,0,0,0,0,0,1
Movie,30 Minutes on the Central California Coast,2018,30 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,30 Minutes of Water in Nature,2012,30 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,30 Minutes of Water,2019,30 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,30 Minutes of Sheep for Relaxation,2017,30 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,30 Minutes of Serenity,2012,30 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,30 Minutes of Relaxation,2012,30 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,30 Minutes of Nature's Beauty,2012,30 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,30 Minutes of Flowing Water,2012,30 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,30 Minute Singing Bowl Meditation,2020,30 min,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,30 Days of Yoga for Beginners | Calm Mind & Body | Eliz Fitness,2020,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,30 Day Yoga For Weight Loss with Julia Marie,2018,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,30 Day Promise,2017,100 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,3 Simple Meditation Practices,2016,10 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,3 Magic Words,2012,71 min,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,3 Caminos (4K UHD),2021,1 Season,amazon_prime,0,0,0,0,0,1,0,0,0
TV Show,3 Caminos,2021,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,2ELEVEN,2017,108 min,amazon_prime,1,0,0,0,0,1,0,0,0
TV Show,24 to Life,2018,2 Seasons,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,24 Hours In A&E,2015,8 Seasons,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,23 Blast,2014,99 min,amazon_prime,0,0,0,0,0,1,0,0,0
TV Show,21 Day Transformation,2016,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,2047 Virtual Revolution,2018,92 min,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,2019 Gold Series AVP New York City Open - Day 2,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,2019 Gold Series AVP New York City Open - Day 1,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,2019 AVP Seattle Open - Day 3,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,2019 AVP Huntington Beach Open - Day 3,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,2019 AVP Huntington Beach Open - Day 2,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,2019 AVP Huntington Beach Open - Day 1,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,2019 AVP Hermosa Beach Open - Day 3,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,2019 AVP Hermosa Beach Open - Day 2,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,2019 AVP Hawaii Open - Day 3,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,2019 AVP Austin Open - Day 3,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,2019 AVP Austin Open - Day 2,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,2019 AVP Austin Open - Day 1,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,2018 Next Gen ATP Finals,2018,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,2001 Lakers,2001,55 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,2.0 (Telugu),2018,141 min,amazon_prime,1,0,0,0,0,0,0,0,0
Movie,2.0 (Tamil),2018,141 min,amazon_prime,1,0,0,0,0,0,1,0,0
Movie,2.0 (Hindi),2018,141 min,amazon_prime,1,0,0,0,0,1,0,0,0
Movie,2 Below 0,2019,48 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,1996-1997 NBA Championship Season - Chicago Bulls,1997,52 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,16 Minute Chakra Garden Meditation,2020,16 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Yoga Stretch 2.0 (Workout),2019,22 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Yoga Stretch 1.0 Workout,2018,20 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Yoga Power Flow 2.0 (Workout),2019,21 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Yoga HIIT 1.0 (Workout),2018,19 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Yoga Flow 2.0 (Workout),2019,21 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Yoga Core 2.0 (Workout),2019,22 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Yoga Balance 2.0 (Workout),2019,21 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Upper Strength Focus 5.0 Workout,2017,19 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Upper Body Sculpt 6.0 Workout (with weights),2018,19 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Upper Body Sculpt 2.0 Workout,2017,17 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Upper Body Sculpt 1.0 Workout,2016,17 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Strength & Sculpt 4.0 Workout,2017,17 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Plyometrics: Jump Jump! 5.0 Workout,2017,20 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Lower Strength Focus 5.0 Workout,2017,18 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Lower Body Chisel 6.0 Workout (with weights),2018,20 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Lower Body Chisel 2.0 Workout,2017,18 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Lower Body Chisel 1.0 Workout,2016,20 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Legs & Booty Sculpt 9.0 Workout (with weights),2020,25 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Legs & Booty 8.0 Workout (with weights),2019,20 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute HIIT Two 8.0 (tabata workout with weights),2019,22 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute HIIT 7.0 Workout (with weights),2019,22 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute HIIT 6.0 Workout (with weights),2018,18 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute HIIT 2.0 Workout,2017,20 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute HIIT 1.0 Workout,2016,20 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Guided Meditation,2016,19 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Full Body Chisel & Burn 7.0 Workout (with weights),2019,20 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Full Body Challenge II 6.0 Workout (with weights),2018,22 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Full Body Challenge I 6.0 Workout (with weights),2018,22 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Full Body Challenge 7.0 Workout (with weights),2019,22 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Full Body Burn 2.0 Workout,2017,18 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Core Challenge 9.0 Workout (with weights),2020,23 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Core Challenge 2.0 Workout,2017,17 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Cardio HIIT 3.0 Workout,2017,19 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Cardio Flow 7.0 Workout (with weights),2019,19 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Cardio Core 8.0 Workout (with weights),2019,20 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Cardio Challenge 6.0 Workout (with weights),2018,20 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Cardio Burst 4.0 Workout,2017,18 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Balance & Burn 9.0 Workout (with weights),2020,24 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Balance & Burn 5.0 Workout,2017,21 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Arms & Core 8.0 Workout (with weights),2019,21 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15-Minute Anxiety Meditation,2020,15 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15 Minutes of War,2019,98 min,amazon_prime,1,0,0,0,0,1,0,0,0
Movie,15 Minute Rain Meditation,2020,15 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15 Minute Ocean Sleep Visualization,2020,15 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15 Minute Ocean Meditation,2020,15 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,15 Minute Mountain Sleep Visualization,2020,15 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,13aam Number Veedu,2020,106 min,amazon_prime,0,0,0,0,0,0,0,0,1
TV Show,13 Nights of Elvira,2014,1 Season,amazon_prime,0,1,0,0,0,0,0,0,1
Movie,12 Rounds 3: Lockdown,2015,90 min,amazon_prime,1,0,1,0,0,0,0,0,0
Movie,102 Not Out,2018,104 min,amazon_prime,0,1,0,0,0,1,0,0,0
Movie,100-Minutes of Symphony on Washington's Lake Crescent,2019,109 min,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,10 Things You Don't Know About,2012,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,10 Minute Meditation for Sleep,2020,23 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,10 Little Buses & More Counting Songs For Kids - KiiYii,2020,31 min,amazon_prime,0,0,0,0,0,0,0,1,0
TV Show,10 Day Yoga for Weight Loss Challenge with Chelsey,2021,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,1/2 New Year,2019,75 min,amazon_prime,0,1,0,0,0,1,0,0,0
Movie,#Unfit: The Psychology of Donald Trump,2020,84 min,amazon_prime,0,0,0,0,0,1,0,0,0
TV Show,#Lagira de #eldisco,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,#IMomSoHard Live,2019,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,'Allo 'Allo!,1992,9 Seasons,amazon_prime,0,1,0,0,0,0,0,0,0
TV Show,_DUPE_The Making of the Mob: Chicago,2016,1 Season,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,Yukon Gold,2017,4 Seasons,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,You and I,2012,101 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Wonder Wheel,2018,101 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Wolf Creek 2,2014,106 min,amazon_prime,0,0,0,0,0,0,0,0,1
Movie,Where The Truth Lies,1999,91 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Wall of Secrets,2003,92 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Two Hours of Calming Sights and Sounds,2014,120 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Trial By Media,2000,91 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Trail To San Antone,1947,67 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,The Turn Out,2021,80 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,The Stolen Princess,2019,87 min,amazon_prime,0,0,1,1,0,0,0,1,0
Movie,The Real Inglorious Bastards,2012,52 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,The Prince and Me,2004,111 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,The Norse: An Arctic Mystery,2012,52 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,The Mothman of Point Pleasant,2017,67 min,amazon_prime,0,0,0,0,0,1,0,0,1
Movie,The Missouri Traveler,1958,106 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,The Limey,1999,89 min,amazon_prime,1,0,0,0,0,1,0,0,0
Movie,The Lighthouse,2019,109 min,amazon_prime,0,0,0,0,0,1,0,0,1
Movie,The Goldfinch,2019,149 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,The Farmer and the Belle: Saving Santaland,2020,91 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,The Dressmaker,2016,119 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,The Cheap Detective,1978,92 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,The Big Sick,2017,120 min,amazon_prime,0,1,0,0,0,1,0,0,0
Movie,The Bachelors,2017,100 min,amazon_prime,0,1,0,0,0,1,0,0,0
Movie,The Adventurer: The Curse of the Midas Box,2014,99 min,amazon_prime,1,0,1,0,0,0,0,0,0
TV Show,Survivor's Remorse,2017,4 Seasons,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,SuperTornado: Anatomy of a Megadisaster,2016,44 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Spun,2003,101 min,amazon_prime,0,1,0,0,0,1,0,0,0
Movie,Space Truckers,1997,96 min,amazon_prime,1,1,0,0,0,0,0,0,0
Movie,Snow Queen: Fire and Ice,2018,89 min,amazon_prime,0,0,0,1,0,0,0,1,0
Movie,Snap Decision,2002,91 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Smiley Face Killers,2020,96 min,amazon_prime,0,0,0,0,0,0,0,0,1
Movie,She's in Portland,2020,101 min,amazon_prime,0,1,0,0,0,1,0,0,0
Movie,See Jane Run,1995,92 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Ride with the Wind,1994,91 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Rambo: Last Blood (Extended Cut),2019,102 min,amazon_prime,1,0,0,0,0,0,0,0,0
TV Show,Paradise City,2021,1 Season,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Outcast,2015,100 min,amazon_prime,1,0,0,0,0,0,0,0,0
Movie,Out on the Edge,1989,94 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Nightmare At Bitter Creek,1988,92 min,amazon_prime,1,0,1,0,0,0,0,0,0
Movie,National Lampoon's The Legend of Awesomest Maximus,2011,91 min,amazon_prime,1,1,1,0,0,0,0,0,0
Movie,Mystery Of The Hooded Horsemen,1937,64 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Mully,2017,81 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,More Than a Game,2009,103 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Milton's Secret,2016,88 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Midsommar (4K UHD),2019,147 min,amazon_prime,0,0,0,0,0,0,0,0,1
Movie,Midnight Crossing,1988,97 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Maara,2021,150 min,amazon_prime,0,0,0,0,0,0,0,0,0
TV Show,LOL: Last One Laughing Italy,2021,1 Season,amazon_prime,0,1,0,0,0,0,0,0,0
TV Show,LOL: Last One Laughing Germany,2021,1 Season,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,Life In A Year,2020,107 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,La Cucaracha,1999,95 min,amazon_prime,0,1,0,0,0,1,0,0,0
Movie,Jeff Dunham: Very Special Christmas Special,2008,85 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,Jay and Silent Bob Reboot,2019,105 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,Jackie Chan Presents: Wushu,2010,98 min,amazon_prime,1,0,0,0,0,0,0,0,0
Movie,Invisible Child,1999,91 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Inside Out,2005,95 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Hunt to Kill,2010,97 min,amazon_prime,1,0,1,0,0,0,0,0,0
Movie,Hot Rod,2007,88 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,High Wild and Free,1968,105 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,High Kick Girl,2009,81 min,amazon_prime,1,0,0,0,0,0,0,0,0
Movie,Guns Akimbo,2020,98 min,amazon_prime,1,0,0,0,0,0,0,0,0
Movie,Gett: The Trial of Viviane Amsalem,2015,116 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,For Better for Worse,1993,94 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,Face the Music,1993,94 min,amazon_prime,0,1,0,0,0,1,0,0,0
Movie,Exit Speed,2020,91 min,amazon_prime,1,0,0,0,0,0,0,0,0
Movie,Drunk Wedding,2015,80 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,"Don't Worry, He Won't Get Far on Foot",2018,114 min,amazon_prime,0,1,0,0,0,1,0,0,0
Movie,Diana: Her True Story,1993,181 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Deep Water: The Real Story,2016,87 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Dead Man On Campus,1998,94 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,Custody Of The Heart,2000,91 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Conference Call,2014,4 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,Code Of Thieves,2020,93 min,amazon_prime,1,0,0,0,0,1,0,0,0
Movie,Clockwatchers,1998,96 min,amazon_prime,0,1,0,0,0,1,0,0,0
Movie,Catching Faith,2015,88 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Blippi and Friends: Halloween Special,2020,80 min,amazon_prime,0,0,0,1,0,0,0,1,0
Movie,Big Top Pee-Wee,1988,86 min,amazon_prime,0,1,1,0,0,0,0,0,0
Movie,Barefoot In The Park,1967,106 min,amazon_prime,0,1,0,0,0,0,0,0,0
TV Show,Amazon Riders,2018,2 Seasons,amazon_prime,1,0,0,0,0,0,1,0,0
Movie,A Good Man,2014,103 min,amazon_prime,1,0,0,0,0,0,0,0,0
Movie,15-Minute Upper Body Chisel 9.0 Workout (with weights),2020,25 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Volcanic UFO Mysteries,2021,61 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,V (Hindi) [4K UHD],2020,124 min,amazon_prime,1,0,0,0,0,1,0,0,0
Movie,V (Hindi),2020,124 min,amazon_prime,1,0,0,0,0,1,0,0,0
Movie,Udaan,2021,142 min,amazon_prime,1,0,0,0,0,1,0,0,0
Movie,Todd Barry: The Crowd Work Tour,2014,70 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,To End All Wars: Director's Cut,2001,121 min,amazon_prime,1,0,0,0,0,1,0,0,0
Movie,Thomas & Friends: Big World! Big Adventures! - The Movie (US),2018,82 min,amazon_prime,0,0,0,1,0,0,0,1,0
Movie,The Wailing,2016,156 min,amazon_prime,0,0,0,0,0,0,0,0,1
Movie,The Sun King Is Dead,2015,52 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,The Haunting of Borley Manor,2019,92 min,amazon_prime,0,0,0,0,0,0,0,0,1
Movie,The Gathering Swarms,2014,53 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,"The Doctor, The Tornado & The Kentucky Kid",2020,105 min,amazon_prime,1,0,0,0,0,0,0,0,0
Movie,The Devil To Pay!,1930,74 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,The Beast,1988,110 min,amazon_prime,1,0,0,0,0,1,0,0,0
Movie,Sworn To Justice,1997,97 min,amazon_prime,1,0,0,0,0,1,0,0,0
Movie,Steve and Maggie - Spooktacular Special (Vol. 14),2021,47 min,amazon_prime,0,0,0,1,0,0,0,1,0
Movie,Songwriter,1984,94 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Reach for Me,2011,90 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,One Remains,2019,94 min,amazon_prime,0,0,0,0,0,0,0,0,1
Movie,Old Goats,2014,95 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,Never Surrender: A Galaxy Quest Documentary,2019,87 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Necessary Roughness,1991,108 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,Mistaken,2008,88 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Miss Meadows,2015,88 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Meeting Evil,2012,89 min,amazon_prime,1,0,0,0,0,1,0,0,0
Movie,Matt Braunger: Finally Live In Portland,2019,67 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,In the Electric Mist,2009,102 min,amazon_prime,0,0,0,0,0,1,0,0,1
Movie,Heatstroke,2014,92 min,amazon_prime,1,0,0,0,0,0,0,0,0
Movie,Hallowed Be Thy Name,2020,99 min,amazon_prime,0,0,0,0,0,0,0,0,1
TV Show,Gritty Reboots,2013,1 Season,amazon_prime,1,1,1,0,0,0,0,0,0
Movie,Gringo,2018,111 min,amazon_prime,1,1,0,0,0,1,0,0,0
Movie,Danny Bhoy: Subject to Change,2010,70 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,Chonda Pierce: Laughing in the Dark,2016,84 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Box Fan medium  8 Hours for Sleep,2019,540 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Borsalino and Co.,1974,105 min,amazon_prime,1,0,0,0,0,1,0,0,0
Movie,Blood Fest,2018,93 min,amazon_prime,0,0,0,0,0,0,0,0,1
Movie,Bharat Ane Nenu,2018,169 min,amazon_prime,0,0,0,0,0,1,1,0,0
Movie,Arrest Bulldog Drummond,1939,59 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Ardab Mutiyaran,2019,139 min,amazon_prime,0,1,0,0,0,1,1,0,0
Movie,April Fool's Day,1986,89 min,amazon_prime,0,0,0,0,0,1,0,0,1
Movie,April 28th em jarigindi,2021,111 min,amazon_prime,0,0,0,0,0,0,0,0,1
Movie,Anbirkiniyal,2021,123 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,American Experience: The Battle of Chosin,2016,114 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Agathe Cléry,2008,111 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,A Turtle's Tale: Sammy's Adventures,2009,86 min,amazon_prime,0,0,0,1,0,0,0,1,0
Movie,A Class Apart,2009,50 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Yoga For Restful Sleep with Dr. Daniel Nightingale,2019,13 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Wuthering Heights,1939,105 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,World War II: Fighters of WWII,2001,52 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Willie Barcena: The Truth Hurts,2016,61 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,Wiener-Dog,2016,88 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,West by Orphan Train,2014,57 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Walled In,2009,91 min,amazon_prime,0,0,0,0,0,0,0,0,1
Movie,Walk By Faith,2007,83 min,amazon_prime,0,1,0,0,0,0,0,1,0
Movie,Vinaya Vidheya Rama,2019,145 min,amazon_prime,1,0,0,0,0,1,1,0,0
Movie,Vendetta,2015,90 min,amazon_prime,1,0,1,0,0,0,0,0,0
Movie,Until September,1984,96 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,Tumhari Sulu,2017,139 min,amazon_prime,0,1,0,0,0,1,1,0,0
Movie,Tuareg: Desert Warrior,2007,102 min,amazon_prime,1,0,0,0,0,0,0,0,0
Movie,Trump: The Art Of The Insult,2018,96 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Transylvania 6-5000,1985,94 min,amazon_prime,0,1,0,0,0,0,0,0,1
Movie,Tranquil Lake Sounds for Sleep 8 Hours,2016,480 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,Tom Papa: Human Mule,2016,59 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,Tom Clancy's The Division: Agent Origins,2016,32 min,amazon_prime,1,0,0,0,0,1,0,0,0
Movie,"Thomas & Friends: The Great Race (US English, Brazilian Portuguese, Latin America Spanish)",2016,61 min,amazon_prime,0,0,0,1,0,0,0,1,0
Movie,"Thomas & Friends: Journey Beyond Sodor (US English, Brazilian Portuguese, Latin America Spanish)",2017,73 min,amazon_prime,0,0,0,1,0,0,0,1,0
Movie,They Call Us Monsters,2017,82 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,The VelociPastor,2019,71 min,amazon_prime,0,0,0,0,0,0,0,0,1
Movie,The Unnamable,2018,88 min,amazon_prime,0,0,0,0,0,0,0,0,1
Movie,The Taking of Deborah Logan,2019,90 min,amazon_prime,0,0,0,0,0,0,0,0,1
Movie,The Sheik,2016,96 min,amazon_prime,0,0,0,0,0,0,0,0,0
Movie,The Princess and The Pirate,1994,94 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,The Pride of The Yankees,1943,129 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,The Over-The-Hill Gang,1969,77 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,The Outdoorsman,2018,90 min,amazon_prime,0,1,0,0,0,0,0,0,0
Movie,The Night Watch,2011,89 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,The New Adventures of Peter Rabbit,2016,49 min,amazon_prime,0,0,0,1,0,0,0,1,0
Movie,The Mountain Minor,2019,88 min,amazon_prime,0,0,0,0,0,1,0,1,0
Movie,The Man Who Fell to Earth,1976,139 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,The Lion Of Judah,2011,88 min,amazon_prime,0,0,0,1,0,0,0,1,0
Movie,The lies we tell but the secrets we keep part 4,2019,108 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,The Last Black Man in San Francisco,2019,121 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,The Island on Bird Street,1997,107 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,The Intervention,2016,89 min,amazon_prime,0,1,0,0,0,1,0,0,0
Movie,The Identical,2014,107 min,amazon_prime,0,0,0,0,0,1,0,0,0
Movie,The Hiding Place,1975,146 min,amazon_prime,0,0,0,0,0,1,0,0,0
